date,review,score,month,day,tfidf_features
2021-01-21,The Avengers is a beautiful example on how movies like this should be done! Deliver all the action a summer blockbuster should offer while also giving us a great group of well developed characters that we care about when the stakes are high.,10,2021-01,Thursday,"about:0.14, action:0.10, all:0.10, also:0.16, are:0.12, avengers:0.10, be:0.12, blockbuster:0.21, care:0.24, characters:0.12, done:0.20, example:0.25, giving:0.25, great:0.11, group:0.24, high:0.24, how:0.16, is:0.07, like:0.12, movies:0.12, of:0.07, on:0.12, should:0.38, summer:0.21, that:0.09, the:0.17, this:0.08, us:0.25, we:0.18, well:0.14, when:0.16, while:0.18"
2021-01-20,"This is a meh bright movie for children 13 and under. That being said, It's also loaded with Lame comedy and unnecessary sexual content.",1,2021-01,Wednesday,"also:0.35, and:0.26, being:0.41, comedy:0.42, for:0.21, is:0.16, it:0.16, movie:0.15, said:0.48, that:0.19, this:0.16, with:0.22"
2021-01-15,"The last hour is a lot of fun, but I found the opening chunk disappointing.

I was expecting wall-to-wall action, pretty much from the start - especially given the forces that join together. However, I felt the first half of 'The Avengers' as slow. What also didn't help is that the villain, carried over from a preceding MCU film, isn't super interesting - we also don't see the antagonist's earlier film counterpart for a fair few scenes, which felt too delayed.

The last half is much better, which allowed me to enjoy myself properly. Robert Downey Jr., while not as entertaining as he is on his own, brings goodness, as do the likes of Chris Evans and Chris Hemsworth.

I'm not a big fan of recasts, though Mark Ruffalo as Hulk is a positive one; even if that took a bit away from the novelty of all the superheroes joining, given we hadn't seen Ruffalo himself before. Added to Scarlett Johansson's Black Widow, at least in terms of the film franchise, getting major screen time out of nowhere - having been a bit part character in her debut MCU appearance.

The music is noteworthy, while everything looks brilliant. Overall and in short: It's a fun, good action film - I just expected greater.",7,2021-01,Friday,"action:0.07, all:0.04, also:0.13, and:0.05, as:0.22, at:0.05, avengers:0.04, away:0.09, been:0.06, before:0.08, better:0.06, big:0.07, bit:0.16, black:0.07, brilliant:0.09, but:0.04, character:0.06, chris:0.18, didn:0.07, do:0.06, don:0.06, downey:0.07, enjoy:0.08, entertaining:0.07, especially:0.08, evans:0.09, even:0.06, everything:0.07, expected:0.09, expecting:0.09, fan:0.07, felt:0.16, few:0.08, film:0.17, first:0.06, for:0.04, found:0.09, from:0.16, fun:0.12, getting:0.09, given:0.19, good:0.04, half:0.18, having:0.09, he:0.06, hemsworth:0.09, her:0.10, his:0.07, however:0.08, hulk:0.05, if:0.05, in:0.10, interesting:0.08, is:0.17, isn:0.08, it:0.03, johansson:0.09, jr:0.07, just:0.05, last:0.18, least:0.09, lot:0.07, mark:0.07, mcu:0.17, me:0.06, much:0.11, not:0.08, of:0.19, on:0.05, one:0.04, out:0.06, over:0.07, overall:0.07, own:0.08, part:0.08, pretty:0.07, robert:0.07, ruffalo:0.14, scarlett:0.09, scenes:0.06, screen:0.07, see:0.05, seen:0.06, slow:0.09, start:0.08, super:0.07, superheroes:0.07, that:0.10, the:0.31, though:0.07, time:0.05, to:0.08, together:0.06, too:0.06, villain:0.07, was:0.04, we:0.14, what:0.05, which:0.13, while:0.14, widow:0.07"
2020-10-31,"That's right, this movie exists. And I am very much happy! I knew being a Marvel geek would satisfy me. I watched this with my family while we picked which characters we represent. I had the time of my life. Well done to Whedon, the cast, and every single person involved.",10,2020-10,Saturday,"am:0.24, and:0.13, being:0.20, cast:0.17, characters:0.12, done:0.20, every:0.18, had:0.16, life:0.25, marvel:0.12, me:0.15, movie:0.07, much:0.14, my:0.27, of:0.07, right:0.22, single:0.25, that:0.09, the:0.12, this:0.16, time:0.13, to:0.07, very:0.14, watched:0.24, we:0.37, well:0.14, whedon:0.15, which:0.18, while:0.19, with:0.10, would:0.16"
2020-10-07,I thought it would be hard to pull off uniting all these heroes in one film. But Joss Whedon pulled it off effortlessly. This was a fantastic end to phase one with some great action and great story telling. Loki as the villain was a great touch as he performed perfectly. Having all these heroes interact for the first time on screen was special. This film is very easy to rewatch over and over.,8,2020-10,Wednesday,"action:0.07, all:0.15, and:0.09, as:0.18, be:0.09, but:0.07, easy:0.18, end:0.14, fantastic:0.15, film:0.16, first:0.11, for:0.07, great:0.25, hard:0.16, having:0.18, he:0.12, heroes:0.24, in:0.07, is:0.06, it:0.11, joss:0.12, loki:0.12, off:0.29, on:0.09, one:0.16, over:0.29, perfectly:0.18, screen:0.14, some:0.11, special:0.13, story:0.10, the:0.09, these:0.29, this:0.12, thought:0.15, time:0.10, to:0.16, very:0.11, villain:0.14, was:0.22, whedon:0.11, with:0.08, would:0.12"
2020-09-25,"It feels small compared to Infinity War and Endgame, and that's great. I love seeing this characters meet for the first time. I love to see them talk and argue (although it can be a little grating on rewatch since we've already see them become friends).

Those are my favorite moments of this movie. Scenes like Tony talking to Bruce about how the Hulk saved his life, Steve and Coulson chatting on the way to the helicarrier and Steve and Tony arguing about sacrifice (something which will be payed off in Endgame).

It's simple. You take a bunch of characters I like and put them in a room together. That's what most of this movie is and that's why I like it so much. The action is great and all, but it's those little moments that keep me returning.

Also, the scene with Loki in Germany is one of the best scenes in all of the MCU.

Is it perfect? No. Is it corny? Of course. Is it as emotionally effective as future movies? No.
But it's still a damn good time.",8,2020-09,Friday,"about:0.13, action:0.04, all:0.09, already:0.10, also:0.07, although:0.11, and:0.24, are:0.05, as:0.10, be:0.10, best:0.05, bruce:0.10, but:0.08, can:0.07, characters:0.10, course:0.10, favorite:0.09, feels:0.11, first:0.07, for:0.04, good:0.05, great:0.10, his:0.08, how:0.07, hulk:0.06, in:0.15, is:0.19, it:0.29, keep:0.11, life:0.11, like:0.16, little:0.17, loki:0.07, love:0.16, mcu:0.10, me:0.06, moments:0.17, most:0.07, movie:0.06, movies:0.05, much:0.06, my:0.06, no:0.14, of:0.18, off:0.08, on:0.11, one:0.05, perfect:0.08, put:0.10, scene:0.10, scenes:0.14, see:0.12, seeing:0.08, simple:0.11, since:0.09, so:0.06, something:0.09, still:0.08, take:0.09, that:0.16, the:0.20, them:0.22, this:0.10, those:0.17, time:0.12, to:0.13, together:0.07, tony:0.18, ve:0.07, way:0.08, we:0.08, what:0.06, which:0.08, why:0.09, will:0.07, with:0.04, you:0.05"
2020-09-22,Marvel has been building up to this since Iron Man and it has established the MCU (Marvel Cinematic Universe).,8,2020-09,Tuesday,"and:0.10, been:0.26, has:0.45, iron:0.23, it:0.12, man:0.22, marvel:0.37, mcu:0.35, since:0.34, the:0.09, this:0.12, to:0.12, universe:0.38, up:0.22"
2020-09-09,"In 2012, Marvel launched the Avengers film series, where the last episode became the most profitable film in the world. For the first part, they probably didn't expect what success is behind this series. The story is excellent. Especially ingenious in how Marvel managed to connect all the superheroes nicely and make a film about them. The work was probably not easy to make a movie with so many superheroes, but it worked. Every superhero has a moment here and it doesn't seem overpaid. The story is excellent and the main villain Loki is, in my opinion, one of the best villains Marvel has ever had. Overall, this is an excellent action spectacle that I can recommend.",8,2020-09,Wednesday,"2012:0.12, about:0.08, action:0.05, all:0.06, an:0.07, and:0.10, avengers:0.05, best:0.06, but:0.05, can:0.08, didn:0.09, doesn:0.10, easy:0.13, especially:0.11, ever:0.09, every:0.09, excellent:0.34, expect:0.13, film:0.18, first:0.08, for:0.05, had:0.08, has:0.15, here:0.11, how:0.09, in:0.19, is:0.20, it:0.08, last:0.13, loki:0.09, main:0.11, make:0.18, many:0.10, marvel:0.19, moment:0.13, most:0.09, movie:0.04, my:0.07, not:0.06, of:0.04, one:0.06, opinion:0.12, overall:0.10, part:0.11, probably:0.23, recommend:0.12, so:0.07, story:0.15, superhero:0.07, superheroes:0.19, that:0.05, the:0.35, them:0.09, they:0.08, this:0.08, to:0.08, villain:0.10, villains:0.14, was:0.05, what:0.08, where:0.11, with:0.06, work:0.12, world:0.12"
2020-07-10,NO **** **** AWESOME....THIS MOVIE....REALLY IS. I give it 1000/10! I love Marvel so much,10,2020-07,Friday,"10:0.37, awesome:0.34, give:0.39, is:0.15, it:0.15, love:0.36, marvel:0.23, movie:0.14, much:0.28, no:0.32, really:0.28, so:0.25, this:0.15"
2020-07-01,"This to me is still the best Marvel movie ever. Joss Whedon perfectly manages a large group of charasmatic characters with big egos played by an amazing cast of actors. After phase 1 we are treated to this incredible, inspired battle royale. The mischievous Loki (Hiddleston) with some mysterious influence attacks New York with a galactic army of Aliens. Good thing sassy Iron Man played by an amazing Robert Downey Jr., mega hunky with inspired comic timing Thor (Hemsworth), sexy Hawkeye (Renner), the fierce Hulk (Ruffalo) and gorgeous all American boy Captain America (Evans). But the real scene stealer here is a kick ass, smart, fantastically executed Black Widow played by Scarlett Johansson. The movie is definitely one of the best of it's kind as well as being one of the most entertaining ever made.

Budget: $220m
Box Office: $1.519b

10/10",10,2020-07,Wednesday,"10:0.19, actors:0.10, after:0.10, all:0.05, amazing:0.16, america:0.08, an:0.13, and:0.03, are:0.06, army:0.13, as:0.12, battle:0.12, being:0.10, best:0.12, big:0.09, black:0.10, but:0.05, by:0.23, captain:0.09, cast:0.09, characters:0.06, comic:0.08, definitely:0.10, downey:0.10, entertaining:0.10, evans:0.12, ever:0.17, good:0.06, group:0.13, hawkeye:0.10, hemsworth:0.12, here:0.10, hiddleston:0.12, hulk:0.07, incredible:0.11, iron:0.07, is:0.11, it:0.04, johansson:0.12, joss:0.08, jr:0.10, kind:0.12, loki:0.08, made:0.08, man:0.07, marvel:0.06, me:0.08, most:0.08, movie:0.07, new:0.10, of:0.21, one:0.11, perfectly:0.12, played:0.37, real:0.12, renner:0.12, robert:0.10, ruffalo:0.10, scarlett:0.12, scene:0.12, some:0.07, still:0.09, the:0.21, thing:0.10, this:0.08, thor:0.08, to:0.08, we:0.09, well:0.07, whedon:0.08, widow:0.10, with:0.21"
2020-06-28,"It's so awesome to see al the characters from the stand alone movies come together in this movie for the big fight against loki in new york, very good action sequences.
8/10",8,2020-06,Sunday,"10:0.25, action:0.13, awesome:0.24, big:0.25, characters:0.16, come:0.26, fight:0.29, for:0.13, from:0.19, good:0.16, in:0.24, it:0.10, loki:0.22, movie:0.10, movies:0.16, new:0.28, see:0.18, sequences:0.30, so:0.17, the:0.24, this:0.11, to:0.10, together:0.21, very:0.19"
2020-05-31,This is the avengers movie that stared this team. Fantastic start for the Avengers. 9/10,9,2020-05,Sunday,"10:0.37, avengers:0.39, fantastic:0.40, for:0.19, is:0.15, movie:0.14, start:0.42, team:0.35, that:0.18, the:0.23, this:0.30"
2020-05-26,"The Avengers was the first great superhero team-up movie. Though the story was quite simplistic, the move had plenty of action, wit, and humor. The effects were great and most of the characters were likeable. It's a fun movie which set the stage for the success of the MCU.",8,2020-05,Tuesday,"action:0.10, and:0.12, avengers:0.10, characters:0.12, effects:0.15, first:0.15, for:0.10, fun:0.15, great:0.22, had:0.15, humor:0.18, it:0.07, mcu:0.22, most:0.16, movie:0.14, of:0.21, quite:0.21, set:0.22, story:0.14, superhero:0.13, team:0.18, the:0.52, though:0.19, up:0.14, was:0.19, were:0.30, which:0.17"
2020-05-14,Der Film von voner bis hinten gut man hat alle Helden aus den bisherigen Marvel Filmen gut mit einander verknüpft der Bösewicht hat mir sehr gut gefallen und die New York Battle Szene ist einfach nur Genial,10,2020-05,Thursday,"battle:0.62, film:0.29, man:0.38, marvel:0.31, new:0.54"
2020-04-19,"Uma das melhores junções de heróis já feitas, com momentos épicos e uma atmosfera única.

Diversos elementos nesse filme funcionam muito bem. Temos personagens que, por si só, já são interessantes e carismáticos, e esse até então não era o desafio. Acontece que o roteiro sabe muito bem como conduzir a visão de cada um sem que isso parecesse forçado, na realidade, até se acrescenta ao personagem. Isso fica muito mais evidente para quem assistiu os filmes subsequentes e percebe muito bem referências que são, na realidade, futuras a trama. Loki é super carismático e fez com que amássemos o odiar, ocupando perfeitamente o papel do vilão. O início da relação entre o Cap. América e Tony Stark é no mínimo intrigante, e cada um parece ter sua verdade em determinados momentos.

Se tem uma coisa que funciona bem aqui é o alívio cômico. Nos pega em momentos certeiros, são bem engraçados e quebra o clima pesado - que não é o propósito do filme. As cenas de luta são boas de modo geral, com claro destaque aquelas onde o plano é mais aberto e se utilizam dois ou mais heróis, combinando seus poderes; é lindo e extremamente satisfatório de se ver. A OST é marcante e funcional. Emociona e representa muito bem a equipe. Os efeitos especiais são excelentes para a época e convencem muito bem.",9,2020-04,Sunday,"as:0.04, de:0.48, do:0.13, filme:0.23, loki:0.06, no:0.06, por:0.11, que:0.70, se:0.42, stark:0.08, super:0.07, tony:0.08"
2020-02-08,"One of my favorite MCU movies by 7,000 miles (oddly specific) it is an amazing movie definitely recommend to anyone reading this also this is one of the OG’s I’m the MCU do you gotta love it for what it has made ( Age of Ultron,Infinity War,Endgame) 10/10 LOVE it",10,2020-02,Saturday,"10:0.35, also:0.15, amazing:0.15, an:0.12, anyone:0.22, by:0.14, definitely:0.18, do:0.16, favorite:0.18, for:0.09, has:0.13, is:0.14, it:0.27, love:0.34, made:0.15, mcu:0.42, movie:0.07, movies:0.11, my:0.13, of:0.20, one:0.20, recommend:0.21, the:0.11, this:0.14, to:0.07, what:0.13, you:0.11"
2020-01-16,"When you have an amazing team of actors with great chemistry both on and off screen, a team of directors who are passionate about what they do, and a production crew that's always coming up with new ways to reinvent the superhero genre, then you've got a successful film like this.",10,2020-01,Thursday,"about:0.14, actors:0.19, always:0.22, amazing:0.15, an:0.12, and:0.12, are:0.12, both:0.22, coming:0.23, do:0.16, film:0.11, genre:0.24, got:0.20, great:0.11, have:0.11, like:0.12, new:0.20, of:0.13, off:0.18, on:0.12, screen:0.18, superhero:0.12, team:0.35, that:0.09, the:0.06, then:0.18, they:0.13, this:0.07, to:0.07, up:0.13, ve:0.17, what:0.14, when:0.15, who:0.16, with:0.20, you:0.22"
